Protein,C(Time): sum_sq,Residual: sum_sq,C(Time): df,Residual: df,C(Time): F,Residual: F,C(Time): PR(>F),Residual: PR(>F)
COMP_OID01274,6.129747108666791,499.3280539763368,2.0,66.0,0.40510773022897345,,0.6685518357850209,
PLTP_OID01275,11.208667827388089,1490.7934728368737,2.0,66.0,0.24811353486807275,,0.7809958431175275,
CCL18_OID01276,340.3490727062518,1107.1708966198466,2.0,66.0,10.144341251739672,,0.00014403671832938778,
DEFA1_OID01277,6.397768521957339,174.73572173086447,2.0,66.0,1.2082610191737335,,0.30523694895922654,
LCN2_OID01278,12.40818557383512,523.4810945570661,2.0,66.0,0.7822061354155007,,0.46158933373425126,
TGFBR3_OID01279,25.22070520238185,530.7843162390953,2.0,66.0,1.5680253658883423,,0.2161220808860401,
REG3A_OID01280,64.64740810697054,1347.6290805378526,2.0,66.0,1.5830501866868145,,0.21304496935941952,
EFEMP1_OID01281,1.2508044732167891,98.1714339928601,2.0,66.0,0.4204537505192808,,0.6584953751244743,
FAP_OID01282,7.2383127123635145,813.1760037825375,2.0,66.0,0.2937424596851163,,0.746437922625837,
PLA2G7_OID01283,16.471521437042625,390.46161802531316,2.0,66.0,1.3920963862501032,,0.2557552695811127,
PTPRS_OID01284,31.727159409032758,921.0643920803915,2.0,66.0,1.1367242827976984,,0.32706882440314833,
MFAP5_OID01285,5.907361634159685,1285.7184899613426,2.0,66.0,0.15162178614475,,0.8596116781753116,
GAS6_OID01286,56.67151167920584,711.5212493734014,2.0,66.0,2.628396393025145,,0.07974122876043609,
SPARCL1_OID01287,9.274916517035273,796.6110575081623,2.0,66.0,0.3842179218796845,,0.6824961351806008,
LTBP2_OID01288,4.327114243520781,187.2702883288109,2.0,66.0,0.7625062753439319,,0.47056069079788776,
PCOLCE_OID01289,8.209850320414352,1226.3668416033022,2.0,66.0,0.2209168181842533,,0.8023738410991863,
FCN2_OID01290,16.33969776786581,1019.2260326939981,2.0,66.0,0.5290387107895415,,0.5916483289998256,
TGFBI_OID01291,1.1367592997891383,390.74147171323233,2.0,66.0,0.09600480012670023,,0.9085862853291123,
CCL14_OID01292,22.559967874641718,1233.1570348070109,2.0,66.0,0.6037178711628465,,0.5497663219665608,
QPCT_OID01293,0.8405937992301036,662.1372865621606,2.0,66.0,0.041894024000095724,,0.9589968834256752,
AOC3_OID01294,106.51578590903429,718.1025603493124,2.0,66.0,4.894873140806365,,0.010418493314120546,
VASN_OID01295,0.43587488309685263,101.80478522902601,2.0,66.0,0.14128875287971324,,0.8685004708649718,
LILRB2_OID01296,3.7985671358362523,635.8130049221213,2.0,66.0,0.1971534311380598,,0.8215464214990863,
LILRB1_OID01297,0.1073586814449192,56.38805244812235,2.0,66.0,0.06282955934578133,,0.9391596210630587,
TIMD4_OID01298,28.072697535629946,661.4742968733699,2.0,66.0,1.4005064490860095,,0.2536999700741618,
CNDP1_OID01299,0.10146284200198172,73.45286801037666,2.0,66.0,0.0455839761844614,,0.9554694182511114,
OSMR_OID01300,2.945016593200058,172.7784346525089,2.0,66.0,0.5624865613064557,,0.5724977103105938,
C1QTNF1_OID01301,1.9586208785009775,256.56695054283904,2.0,66.0,0.2519205566179898,,0.7780504997057966,
CFHR5_OID01302,3.4967689195470917,386.9804558895487,2.0,66.0,0.2981891529374533,,0.7431554845786548,
MEGF9_OID01303,0.9683258276369959,49.24094969967389,2.0,66.0,0.648946710145042,,0.5258978101261893,
CRTAC1_OID01304,8.4886418216667,897.2259030934498,2.0,66.0,0.3122125421805002,,0.7329008350152734,
FETUB_OID01305,2.119308932543405,161.7564470568148,2.0,66.0,0.4323610962434644,,0.6507997877762428,
ANGPTL3_OID01306,67.75680954258733,1197.8887166872528,2.0,66.0,1.8665963572049864,,0.1627214226114163,
LYVE1_OID01307,31.664576672650522,1440.245419630296,2.0,66.0,0.7255228976639939,,0.4878914221609777,
BMP-6_OID00379,10.369507553523663,120.90172489139107,2.0,66.0,2.830346296330195,,0.06617239162603893,
ANG-1_OID00380,18.988461488417798,1354.2947977368267,2.0,66.0,0.4626904202577873,,0.6316140502372343,
ADM_OID00381,11.063072759701619,46.80168131012055,2.0,66.0,7.800604398184452,,0.000909834351818333,
CD40-L_OID00382,0.9460271374381016,182.4683644391519,2.0,66.0,0.1710920993423382,,0.8431165253246784,
SLAMF7_OID00383,5.062939766139974,354.7173350714795,2.0,66.0,0.4710145114530454,,0.626450997450724,
PGF_OID00384,15.480067650730573,322.4932000695534,2.0,66.0,1.584040321978676,,0.2128437799535911,
ADAM-TS13_OID00385,21.16023376100458,1034.7630913694702,2.0,66.0,0.6748285863085758,,0.5127220829844322,
BOC_OID00386,1.2952787112720734,205.67386317018625,2.0,66.0,0.20782513058846686,,0.8128786424830949,
IL-4RA_OID00387,4.4223492101497275,270.03996079353965,2.0,66.0,0.5404293627731572,,0.5850535602871021,
SRC_OID00388,0.0840253553801446,282.2897141591718,2.0,66.0,0.009822662989347464,,0.9902268691097754,
IL-1ra_OID00389,12.254822362755524,709.2825061494596,2.0,66.0,0.5701665196374031,,0.5681914108136642,
IL6_OID00390,4.500058206001058,748.0155452121451,2.0,66.0,0.19852785379736756,,0.8204247649946522,
TNFRSF10A_OID00391,2.4374089063187734,28.992023340954308,2.0,66.0,2.7743663476876854,,0.06967639356035148,
STK4_OID00392,14.57875384792684,1440.6451049484776,2.0,66.0,0.33394683765561506,,0.7172947414889763,
IDUA_OID00393,14.695697398992857,71.44811614062715,2.0,66.0,6.78755494703667,,0.0020859347537437694,
TNFRSF11A_OID00394,8.865345818052967,977.3129249658044,2.0,66.0,0.2993477365563177,,0.742302691754236,
PAR-1_OID00395,4.3351424097959494,238.08306864920743,2.0,66.0,0.600881450054103,,0.5512998750085649,
TRAIL-R2_OID00396,1.548938036007473,446.54681141655817,2.0,66.0,0.11446718212161718,,0.8920178693344432,
PRSS27_OID00397,1.3489276394801646,192.47952626691074,2.0,66.0,0.23126933532201843,,0.7941660446940678,
TIE2_OID00398,6.632159534916869,111.92069118932503,2.0,66.0,1.955503154300852,,0.14960517222308276,
TF_OID00399,15.259122362808908,447.11078760074633,2.0,66.0,1.1262332556877306,,0.33040324543688626,
IL1RL2_OID00400,4.362991766832237,451.370885533264,2.0,66.0,0.318980981981952,,0.7280036656985001,
PDGF subunit B_OID00401,21.245581625524835,562.3118509007605,2.0,66.0,1.2468245023099356,,0.29409649196754495,
IL-27_OID00402,9.656178158186274,55.32875082961738,2.0,66.0,5.759282008759398,,0.004949497885412573,
IL-17D_OID00403,3.8780973528169667,171.86131931900763,2.0,66.0,0.7446539637311267,,0.47884582894882044,
CXCL1_OID00404,37.79948750278717,1332.8858471091307,2.0,66.0,0.9358514011514195,,0.3973939793293535,
LOX-1_OID00405,8.234936253402731,369.0380127572721,2.0,66.0,0.7363818548985916,,0.48273567284104213,
Gal-9_OID00406,7.125432140111311,2515.4714405496215,2.0,66.0,0.09347721338958878,,0.9108791298209697,
GIF_OID00407,13.391593098371953,959.6475013321718,2.0,66.0,0.4605051038353172,,0.632976753986527,
SCF_OID00408,5.995655661193206,279.95737753280906,2.0,66.0,0.7067384276957959,,0.49694451190671807,
IL18_OID00409,2.4455179669019182,84.59496619343471,2.0,66.0,0.9539822112255476,,0.39045084041306144,
FGF-21_OID00410,1.077213483714578,39.89565189679531,2.0,66.0,0.8910255447019412,,0.4151113031496919,
PIgR_OID00411,6.786843727876106,386.2070091241838,2.0,66.0,0.5799113887855306,,0.5627752702816121,
RAGE_OID00412,9.970826078345564,217.76080715993447,2.0,66.0,1.5110031271317896,,0.228223191864767,
SOD2_OID00413,1.0488067979228197,2394.6587385431176,2.0,66.0,0.01445325957071852,,0.9856538061709859,
CTRC_OID00414,1.30248210955063,35.986176260488314,2.0,66.0,1.194400574933091,,0.30934648193664577,
FGF-23_OID00415,36.37422542260777,1224.3109018548732,2.0,66.0,0.9804286126403725,,0.3805466313874273,
SPON2_OID00416,0.6822662441748534,130.09341143133878,2.0,66.0,0.1730663052805953,,0.8414622990972306,
GH_OID00417,138.8000571331436,1006.6180129575665,2.0,66.0,4.550288020314637,,0.014083870508583214,
FS_OID00418,55.44364169072089,669.2515375416617,2.0,66.0,2.7338602500855544,,0.07233061767089818,
GLO1_OID00419,11.259014271500433,310.1670538459798,2.0,66.0,1.1978947033620606,,0.3083051509129047,
CD84_OID00420,1.1898882603618393,574.6910767690608,2.0,66.0,0.06832594793832136,,0.9340219765284495,
PAPPA_OID00421,17.526160455510766,469.6309361600703,2.0,66.0,1.2315272493776355,,0.2984646606987279,
SERPINA12_OID00422,4.856427907482947,314.14528937822564,2.0,66.0,0.5101528699161373,,0.6027518019820246,
REN_OID00423,11.562308430797813,360.0440874669137,2.0,66.0,1.0597484905272636,,0.35236487225714697,
DECR1_OID00424,14.620949427040358,107.74254574025012,2.0,66.0,4.478187588545945,,0.015006066098247017,
MERTK_OID00425,5.903074782092979,755.1635742916991,2.0,66.0,0.25795930105842446,,0.7734020127582374,
KIM1_OID00426,2.171066099297233,123.76634957038875,2.0,66.0,0.5788744802242263,,0.5633490403125713,
THBS2_OID00427,71.89190940064388,1919.546763231763,2.0,66.0,1.2359339484009249,,0.29719950514340365,
TM_OID00428,1.4261662611915322,845.4154598950754,2.0,66.0,0.05566906314341782,,0.9458964652731418,
VSIG2_OID00429,38.280116427827714,847.9736123161887,2.0,66.0,1.4897206985814575,,0.23291671760233812,
AMBP_OID00430,4.43067537688089,547.9627392063428,2.0,66.0,0.266828886301357,,0.7666262274581498,
PRELP_OID00431,12.777715058053088,758.8084615257542,2.0,66.0,0.5556930612870353,,0.5763349817734524,
HO-1_OID00432,0.8922868873808202,242.53496285999302,2.0,66.0,0.12140710327428095,,0.8858706600114348,
XCL1_OID00433,14.031088011881094,295.119724298331,2.0,66.0,1.5689425892930555,,0.2159329259176331,
IL16_OID00434,97.74234262951691,876.3960790344927,2.0,66.0,3.680410471858251,,0.03052332529937941,
SORT1_OID00435,2.535967842496481,355.13011353543106,2.0,66.0,0.2356514855055638,,0.7907178450422259,
CEACAM8_OID00436,11.94978865795465,306.54957919529886,2.0,66.0,1.2863923243596185,,0.28310069587611586,
PTX3_OID00437,27.109046833240928,778.425253746754,2.0,66.0,1.1492414219490255,,0.32313574882313684,
PSGL-1_OID00438,3.066224853305056,1085.2798442551039,2.0,66.0,0.09323440465119556,,0.9110997020198666,
CCL17_OID00439,71.41860615616304,507.5861206609004,2.0,66.0,4.643180550493974,,0.012981107943594156,
CCL3_OID00440,1.3008423299811467,92.75345076895388,2.0,66.0,0.4628161705412957,,0.6315357278177344,
MMP7_OID00441,0.19354094007029404,148.30960692692344,2.0,66.0,0.043064310901091495,,0.9578766795221202,
IgG Fc receptor II-b_OID00442,4.592781231193018,139.9962313534656,2.0,66.0,1.0826132901156678,,0.3446471930985823,
ITGB1BP2_OID00443,4.1478162817307,1246.484492186813,2.0,66.0,0.10981118349653639,,0.8961666559887987,
DCN_OID00444,5.960342807437876,128.1706081454669,2.0,66.0,1.5346054410712917,,0.2231318488939226,
Dkk-1_OID00445,7.457487654440664,993.5310769487306,2.0,66.0,0.24769944122164717,,0.7813169030993272,
LPL_OID00446,5.1870621970417545,805.5582308854372,2.0,66.0,0.21248998016472548,,0.8091194012000351,
PRSS8_OID00447,56.795396680290494,1569.1963388636345,2.0,66.0,1.1943999893645312,,0.3093466567529759,
AGRP_OID00448,11.748700906803272,396.5475271053915,2.0,66.0,0.9777065885509002,,0.38155397237218236,
HB-EGF_OID00449,61.814349850094814,698.6557993661838,2.0,66.0,2.919711747764335,,0.060950349786567236,
GDF-2_OID00450,0.17813232710451316,44.83255668748596,2.0,66.0,0.13111825933607202,,0.8773419424278458,
FABP2_OID00451,1.1691791151946753,114.59969481217625,2.0,66.0,0.336675510913532,,0.7153597806650636,
THPO_OID00452,33.079348763801455,450.9039882612469,2.0,66.0,2.420955541810335,,0.09668765150954657,
MARCO_OID00453,72.04782917826971,919.2145193506947,2.0,66.0,2.586532645896792,,0.08289584193150336,
GT_OID00454,0.4692452691045065,296.9931980474675,2.0,66.0,0.05213955734425197,,0.949235447246752,
BNP_OID00455,12.199747011933415,249.69635863586123,2.0,66.0,1.612324879678813,,0.20717843967482452,
MMP12_OID00456,2.495516577352806,323.386386604186,2.0,66.0,0.2546552683228398,,0.775941825408713,
ACE2_OID00457,13.0100761837025,449.22016235444926,2.0,66.0,0.9557285047313286,,0.38978873495339184,
PD-L2_OID00458,1.8751747931302396,1930.4867935701736,2.0,66.0,0.032054489250795556,,0.9684688776023214,
CTSL1_OID00459,116.43497495604353,560.4666562474465,2.0,66.0,6.85563383783715,,0.001971511195182748,
hOSCAR_OID00460,8.88473491156332,1111.8065764534804,2.0,66.0,0.2637115648450721,,0.7690006600185957,
TNFRSF13B_OID00461,5.998398157139545,900.8241175073656,2.0,66.0,0.21974005284553946,,0.8033123329561382,
TGM2_OID00462,13.974030543734264,1224.6057314284217,2.0,66.0,0.37656446977864283,,0.6876796471763696,
LEP_OID00463,28.147534041964533,1197.7304350769587,2.0,66.0,0.7755239377591221,,0.464612501895584,
CA5A_OID00464,2.5161203173584354,663.2738715601076,2.0,66.0,0.1251850465291603,,0.8825426158352002,
HSP 27_OID00465,7.65382429088301,654.3990747448235,2.0,66.0,0.3859666239559232,,0.6813174384213505,
CD4_OID00466,20.54377870311663,700.848528353998,2.0,66.0,0.967319855540054,,0.38542310789168255,
NEMO_OID00467,4.919955163270874,261.53082009759066,2.0,66.0,0.6208007160584534,,0.5406227109787852,
VEGFD_OID00468,4.906877578211466,381.4874622788393,2.0,66.0,0.4244620756700561,,0.6558944244470972,
PARP-1_OID00469,0.32232607078244174,57.25106012951399,2.0,66.0,0.18579149996101346,,0.8308795442086025,
HAOX1_OID00470,43.014046803231274,1195.71327549147,2.0,66.0,1.187127025852577,,0.3115258069814511,
NT-proBNP_OID00131,5.119011369116606,482.73908037108845,2.0,66.0,0.34993515555233506,,0.7060333564162931,
MEPE_OID00132,16.03619607930933,441.9109806304373,2.0,66.0,1.197513738767592,,0.3084185115335675,
TNFRSF14_OID00563,8.438015554459225,269.4199044618934,2.0,66.0,1.033533561127585,,0.36143284437014156,
LDL receptor_OID00564,101.44475366574198,884.5521133968884,2.0,66.0,3.78460106563266,,0.027795875143987705,
ITGB2_OID00565,23.84967440086824,1023.211604405463,2.0,66.0,0.7691852319110092,,0.46749912271392624,
IL-17RA_OID00566,10.010997472930605,1161.2058784783628,2.0,66.0,0.28449986581157816,,0.7533084531004384,
TNF-R2_OID00567,6.973508023055705,1189.6788036972455,2.0,66.0,0.19343520624698096,,0.8245887638166716,
MMP-9_OID00568,3.9803296320907817,695.3653779923111,2.0,66.0,0.18889476240280717,,0.8283196139236287,
EPHB4_OID00569,26.782418991909093,186.12603283948113,2.0,66.0,4.748501933070396,,0.011837751494555737,
IL2-RA_OID00570,6.8040297274848385,816.0217478909444,2.0,66.0,0.2751556335199622,,0.7603207921561169,
OPG_OID00571,6.458737254788884,447.5203659691132,2.0,66.0,0.47626509454263244,,0.6232166839714528,
ALCAM_OID00572,1.1571336010485986,63.54829789144761,2.0,66.0,0.600887987587513,,0.5512963353314484,
TFF3_OID00573,26.85604532771086,272.6271572394795,2.0,66.0,3.2507748119750386,,0.04502869196972984,
SELP_OID00574,16.105918652129738,626.3950833125318,2.0,66.0,0.8484985429796207,,0.4326727269326933,
CSTB_OID00575,4.839088697314778,117.91559755810133,2.0,66.0,1.354273143828174,,0.2652129910482731,
MCP-1_OID00576,14.20904963589524,697.2948611552874,2.0,66.0,0.6724538844408883,,0.5139166772301914,
CD163_OID00577,8.063404192504064,178.28666200482786,2.0,66.0,1.492497169224182,,0.23229880960153884,
Gal-3_OID00578,2.671558615252618,84.68902591432683,2.0,66.0,1.041001869504584,,0.3588252636809081,
GRN_OID00579,0.09301367004181334,52.418754165263316,2.0,66.0,0.05855635373749293,,0.9431740311060653,
BLM hydrolase_OID00581,131.60650079812666,392.4556908399586,2.0,66.0,11.066254427456471,,7.168981739629088e-05,
PLC_OID00582,56.30310202377357,1128.6487255280235,2.0,66.0,1.6462184599688319,,0.20059371110751478,
LTBR_OID00583,0.046939956105117024,18.811889213561162,2.0,66.0,0.08234252997578793,,0.9210509086487447,
Notch 3_OID00584,6.7293696047808735,403.2782030293436,2.0,66.0,0.5506600537535387,,0.5791949301147767,
TIMP4_OID00585,30.643800687083417,578.2167508118741,2.0,66.0,1.74890371344978,,0.18192964116309135,
CNTN1_OID00586,0.7580048738154292,310.2984779143284,2.0,66.0,0.080613224415543,,0.9226411353932555,
CDH5_OID00587,2.205132845268742,93.71479507579494,2.0,66.0,0.776498351567795,,0.464170388993841,
TLT-2_OID00588,10.604098306932066,1902.758288335816,2.0,66.0,0.1839094572725879,,0.8324360404595682,
FABP4_OID00589,30.431925210812974,972.3521585877027,2.0,66.0,1.0328084563677637,,0.36168705433987025,
TFPI_OID00590,28.203812616299874,474.89632449977034,2.0,66.0,1.9598505364687149,,0.14899246224297166,
PAI_OID00591,6.945011915055684,611.9507774756402,2.0,66.0,0.3745160585337449,,0.6890738592324219,
CCL24_OID00592,1.0052192728508496,36.569972555540716,2.0,66.0,0.9070894421289937,,0.4086703444645565,
TR_OID00593,40.33936079571865,964.0712968572165,2.0,66.0,1.38080960464055,,0.25854059199100243,
TNFRSF10C_OID00594,0.8988798431342181,150.94808906353717,2.0,66.0,0.1965114961537765,,0.8220708412276039,
GDF-15_OID00595,5.877973163947946,1728.6877196349128,2.0,66.0,0.11220830240597073,,0.8940281956774074,
SELE_OID00596,7.77593988044833,101.5976211625059,2.0,66.0,2.5257089006479028,,0.08771001229816434,
AZU1_OID00597,3.6548471689388577,78.83410973779286,2.0,66.0,1.5299209565014245,,0.22413296563620896,
DLK-1_OID00598,8.776924312102935,577.1373362995832,2.0,66.0,0.5018536907635619,,0.6076987928613816,
SPON1_OID00599,31.030929276229305,1472.7106896238301,2.0,66.0,0.6953305040361522,,0.502526811551674,
MPO_OID00600,19.659687100252693,568.5570674660238,2.0,66.0,1.141081012676196,,0.32569430777676434,
CXCL16_OID00601,155.69210133177555,2097.4540897976567,2.0,66.0,2.449559858754403,,0.09414603909819717,
IL-6RA_OID00602,38.504742003575245,1314.6246928429764,2.0,66.0,0.966554555863462,,0.3857097818825378,
RETN_OID00603,11.204241171789988,418.0190083570433,2.0,66.0,0.8845051332050025,,0.41775547757406606,
IGFBP-1_OID00604,0.4922951530858251,31.45820944245171,2.0,66.0,0.516422909624004,,0.5990418718270871,
CHIT1_OID00605,9.254198205806711,829.350382842564,2.0,66.0,0.36822620102364323,,0.6933731596997541,
TR-AP_OID00606,4.715545118206016,1082.5685548598058,2.0,66.0,0.14374423513617635,,0.8663796474125568,
PSP-D_OID00608,8.865519692097434,935.1404615478641,2.0,66.0,0.3128536961762518,,0.7324354890635743,
PI3_OID00609,35.0830006034735,1400.5057319841346,2.0,66.0,0.8266578232953214,,0.44198755012956825,
Ep-CAM_OID00610,1.2044585819018876,145.99176254735528,2.0,66.0,0.27225599930591654,,0.7625104561047487,
AP-N_OID00611,9.265731601682003,744.14464912524,2.0,66.0,0.41090014315757706,,0.6647375242622413,
AXL_OID00612,0.6321882242526231,162.54289914368633,2.0,66.0,0.1283489559386693,,0.8797653951745892,
IL-1RT1_OID00613,0.4216013957305248,213.24109534086088,2.0,66.0,0.06524467545464424,,0.9368985606211582,
MMP-2_OID00614,0.892831988365219,27.181905526392285,2.0,66.0,1.0839363556555912,,0.3442059777737972,
FAS_OID00615,1.7321026212874124,64.03178101785235,2.0,66.0,0.8926721323985711,,0.41444630565730933,
MB_OID00616,0.004985904858302067,361.2632833795358,2.0,66.0,0.00045544307405054297,,0.999544663765797,
TNFSF13B_OID00617,9.92536385679267,966.7798687319448,2.0,66.0,0.338791712433736,,0.7138628398949376,
PRTN3_OID00618,12.100484867373483,842.7982517376263,2.0,66.0,0.4737978511465126,,0.6247343362278239,
PCSK9_OID00619,7.01233210809016,283.47130675670303,2.0,66.0,0.8163329199508245,,0.44646268957849733,
U-PAR_OID00620,40.34135770822107,583.4146660279077,2.0,66.0,2.281850083466386,,0.11009445783732233,
OPN_OID00621,1.6953501790029104,65.87313124454982,2.0,66.0,0.8493076744659063,,0.4323315523417819,
CTSD_OID00622,3.089497847762124,579.2826279875607,2.0,66.0,0.17599945872766515,,0.8390107242965839,
PGLYRP1_OID00623,19.474699880610245,118.82316432606879,2.0,66.0,5.408584258003495,,0.006680764108514136,
CPA1_OID00624,13.840588554576229,218.881235924374,2.0,66.0,2.086699759219307,,0.13220772652196308,
JAM-A_OID00625,2.4426361201472613,110.3908871476605,2.0,66.0,0.7301960700527618,,0.48566571688012206,
Gal-4_OID00626,0.8359215053614736,63.28861835874957,2.0,66.0,0.43586683344170335,,0.648551770103585,
IL-1RT2_OID00627,25.965640577174153,871.2782744437569,2.0,66.0,0.9834586310484891,,0.37942853284073885,
SHPS-1_OID00628,0.38144852603322693,112.45044676998518,2.0,66.0,0.11194087458669283,,0.8942665062020438,
CCL15_OID00629,11.599446694580216,2344.3498517198577,2.0,66.0,0.16327842051404207,,0.8496967048567606,
CASP-3_OID00630,3.2856669816593964,550.8667294076174,2.0,66.0,0.19682984033426495,,0.8218107313451083,
uPA_OID00631,1.106886504547267,39.114513118550946,2.0,66.0,0.9338542586315852,,0.39816651778357426,
